sales_sk,datetime_sk,customer_sk,product_sk,store_sk,quantity,total_amount,,,,,,,,
61126,8/10/2024,12560,6,30,1,5,,,,,,,,
61127,8/10/2024,363,27,33,3,13.5,,,,,,,,
61128,8/10/2024,6011,23,8,1,4,,,,,,,,
61129,8/10/2024,7659,12,19,4,20,,,,,,,,
61130,8/10/2024,11672,27,25,2,9,,,,,,,,
61131,8/10/2024,360,12,12,1,5,,,,,,,,
61132,8/10/2024,6177,17,18,3,13.5,,,,,,,,
61133,8/10/2024,1771,7,8,3,12,,,,,,,,
61134,8/10/2024,5442,28,22,4,19.2,,,,,,,,
61135,8/10/2024,14180,2,20,2,7,,,,,,,,
61136,8/10/2024,804,14,25,1,3,,,,,,,,
61137,8/10/2024,3954,13,32,2,11,,,,,,,,
61138,8/10/2024,12283,26,9,2,9,,,,,,,,
61139,8/10/2024,14626,30,33,4,20,,,,,,,,
61140,8/10/2024,14683,15,10,4,12,,,,,,,,
61141,8/10/2024,1440,24,15,3,12.6,,,,,,,,
61142,8/10/2024,14732,1,30,1,3,,,,,,,,
61143,8/10/2024,12397,5,26,1,4,,,,,,,,
61144,8/10/2024,12316,16,3,1,3.2,,,,,,,,
61145,8/10/2024,11782,3,32,1,4,,,,,,,,
61146,8/10/2024,7289,17,20,3,13.5,,,,,,,,
61147,8/10/2024,2915,5,19,3,12,,,,,,,,
61148,8/10/2024,7879,16,7,1,3.2,,,,,,,,
61149,8/10/2024,12148,28,39,6,28.8,,,,,,,,
61150,8/10/2024,6107,15,25,3,9,,,,,,,,
61151,8/10/2024,5781,27,32,5,22.5,,,,,,,,
61152,8/10/2024,14387,4,40,1,4.5,,,,,,,,
61153,8/10/2024,6033,1,27,3,9,,,,,,,,
61154,8/10/2024,5045,13,9,2,11,,,,,,,,
61155,8/10/2024,14851,4,6,2,9,,,,,,,,
61156,8/10/2024,10427,12,35,2,10,,,,,,,,
61157,8/10/2024,5329,15,4,1,3,,,,,,,,
61158,8/10/2024,13332,4,39,2,9,,,,,,,,
61159,8/10/2024,2710,22,12,1,4,,,,,,,,
61160,8/10/2024,2040,22,1,2,8,,,,,,,,
61161,8/10/2024,10375,14,19,2,6,,,,,,,,
61162,8/10/2024,14794,16,19,2,6.4,,,,,,,,
61163,8/10/2024,4888,21,1,4,14,,,,,,,,
61164,8/10/2024,1719,8,10,1,4.5,,,,,,,,
61165,8/10/2024,486,7,7,3,12,,,,,,,,
61166,8/10/2024,12171,3,28,1,4,,,,,,,,
61167,8/10/2024,9486,25,6,4,16,,,,,,,,
61168,8/10/2024,6186,9,31,2,11,,,,,,,,
61169,8/10/2024,8083,6,20,2,10,,,,,,,,
61170,8/10/2024,9365,9,14,4,22,,,,,,,,
61171,8/10/2024,2333,12,32,1,5,,,,,,,,
61172,8/10/2024,8079,23,24,1,4,,,,,,,,
61173,8/10/2024,1645,18,2,2,7,,,,,,,,
61174,8/10/2024,7711,1,37,2,6,,,,,,,,
61175,8/10/2024,10799,12,28,4,20,,,,,,,,
61176,8/10/2024,14057,28,18,1,4.8,,,,,,,,
61177,8/10/2024,2012,5,4,3,12,,,,,,,,
61178,8/10/2024,39,22,36,2,8,,,,,,,,
61179,8/10/2024,2094,5,19,1,4,,,,,,,,
61180,8/10/2024,8578,8,4,1,4.5,,,,,,,,
61181,8/10/2024,10111,5,40,2,8,,,,,,,,
61182,8/10/2024,11415,26,17,1,4.5,,,,,,,,
61183,8/10/2024,14334,2,31,1,3.5,,,,,,,,
61184,8/10/2024,9769,7,29,1,4,,,,,,,,
61185,8/10/2024,2402,25,1,2,8,,,,,,,,
61186,8/10/2024,3160,7,36,3,12,,,,,,,,
61187,8/10/2024,14940,17,36,2,9,,,,,,,,
61188,8/10/2024,11771,29,1,2,9.6,,,,,,,,
61189,8/10/2024,119,29,17,1,4.8,,,,,,,,
61190,8/10/2024,4300,18,2,2,7,,,,,,,,
61191,8/10/2024,668,27,35,1,4.5,,,,,,,,
61192,8/10/2024,5393,13,10,4,22,,,,,,,,
61193,8/10/2024,10841,5,29,1,4,,,,,,,,
61194,8/10/2024,7080,16,36,1,3.2,,,,,,,,
61195,8/10/2024,11113,5,13,3,12,,,,,,,,
61196,8/10/2024,9925,27,14,3,13.5,,,,,,,,
61197,8/10/2024,12301,15,36,4,12,,,,,,,,
61198,8/10/2024,7075,2,13,2,7,,,,,,,,
61199,8/10/2024,10733,29,16,4,19.2,,,,,,,,
61200,8/10/2024,12859,20,3,1,3.5,,,,,,,,
61201,8/10/2024,5666,25,36,2,8,,,,,,,,
61202,8/10/2024,8094,16,14,3,9.6,,,,,,,,
61203,8/10/2024,7777,20,2,2,7,,,,,,,,
61204,8/10/2024,10906,3,34,2,8,,,,,,,,
61205,8/10/2024,5452,17,4,2,9,,,,,,,,
61206,8/10/2024,13726,24,10,3,12.6,,,,,,,,
61207,8/10/2024,11059,17,8,5,22.5,,,,,,,,
61208,8/10/2024,9419,10,7,1,6.5,,,,,,,,
61209,8/10/2024,10094,3,6,1,4,,,,,,,,
61210,8/10/2024,3629,3,17,1,4,,,,,,,,
61211,8/10/2024,4460,30,29,4,20,,,,,,,,
61212,8/10/2024,10028,7,36,6,24,,,,,,,,
61213,8/10/2024,13667,23,21,2,8,,,,,,,,
61214,8/10/2024,13994,26,35,3,13.5,,,,,,,,
61215,8/10/2024,8856,23,13,2,8,,,,,,,,
61216,8/10/2024,8196,3,33,2,8,,,,,,,,
61217,8/10/2024,1119,16,21,3,9.6,,,,,,,,
61218,8/10/2024,11739,21,31,2,7,,,,,,,,
61219,8/10/2024,5378,11,8,3,11.4,,,,,,,,
61220,8/10/2024,12706,18,13,2,7,,,,,,,,
61221,8/10/2024,1413,6,35,1,5,,,,,,,,
61222,8/10/2024,12225,25,20,3,12,,,,,,,,
61223,8/10/2024,11640,2,3,2,7,,,,,,,,
61224,8/10/2024,2229,24,5,1,4.2,,,,,,,,
61225,8/10/2024,14077,24,40,2,8.4,,,,,,,,
61226,8/10/2024,5063,14,13,1,3,,,,,,,,
61227,8/10/2024,5575,18,8,5,17.5,,,,,,,,
61228,8/10/2024,12120,16,20,2,6.4,,,,,,,,
61229,8/10/2024,2142,17,1,2,9,,,,,,,,
61230,8/10/2024,11652,27,36,2,9,,,,,,,,
61231,8/10/2024,13629,5,25,1,4,,,,,,,,
61232,8/10/2024,12897,20,24,1,3.5,,,,,,,,
61233,8/10/2024,4643,9,24,2,11,,,,,,,,
61234,8/10/2024,7075,6,13,1,5,,,,,,,,
61235,8/10/2024,10205,24,32,2,8.4,,,,,,,,
61236,8/10/2024,8799,13,35,2,11,,,,,,,,
61237,8/10/2024,8889,8,6,1,4.5,,,,,,,,
61238,8/10/2024,2935,15,35,1,3,,,,,,,,
61239,8/10/2024,812,22,15,3,12,,,,,,,,
61240,8/10/2024,13999,5,26,3,12,,,,,,,,
61241,8/10/2024,9480,25,1,4,16,,,,,,,,
61242,8/10/2024,1663,5,3,1,4,,,,,,,,
61243,8/10/2024,13388,4,10,2,9,,,,,,,,
61244,8/10/2024,11009,4,32,3,13.5,,,,,,,,
61245,8/10/2024,4230,5,7,3,12,,,,,,,,
61246,8/10/2024,5050,20,4,1,3.5,,,,,,,,
61247,8/10/2024,3399,23,36,5,20,,,,,,,,
61248,8/10/2024,5408,2,33,2,7,,,,,,,,
61249,8/10/2024,10236,28,13,2,9.6,,,,,,,,
61250,8/10/2024,8874,4,34,1,4.5,,,,,,,,
61251,8/11/2024,6942,8,13,1,4.5,,,,,,,,
61252,8/11/2024,760,16,1,3,9.6,,,,,,,,
61253,8/11/2024,4677,8,36,1,4.5,,,,,,,,
61254,8/11/2024,7022,3,17,4,16,,,,,,,,
61255,8/11/2024,8022,5,13,1,4,,,,,,,,
61256,8/11/2024,726,25,32,2,8,,,,,,,,
61257,8/11/2024,12482,4,13,2,9,,,,,,,,
61258,8/11/2024,5377,7,20,6,24,,,,,,,,
61259,8/11/2024,6821,1,29,1,3,,,,,,,,
61260,8/11/2024,14768,6,39,1,5,,,,,,,,
61261,8/11/2024,9176,30,3,3,15,,,,,,,,
61262,8/11/2024,3388,25,18,1,4,,,,,,,,
61263,8/11/2024,11986,30,32,2,10,,,,,,,,
61264,8/11/2024,685,19,11,2,10,,,,,,,,
61265,8/11/2024,12720,29,24,6,28.8,,,,,,,,
61266,8/11/2024,5781,3,10,4,16,,,,,,,,
61267,8/11/2024,646,27,20,3,13.5,,,,,,,,
61268,8/11/2024,5407,24,17,3,12.6,,,,,,,,
61269,8/11/2024,678,7,36,2,8,,,,,,,,
61270,8/11/2024,9048,13,9,1,5.5,,,,,,,,
61271,8/11/2024,13943,6,25,5,25,,,,,,,,
61272,8/11/2024,402,25,8,2,8,,,,,,,,
61273,8/11/2024,13079,23,27,2,8,,,,,,,,
61274,8/11/2024,8404,2,10,1,3.5,,,,,,,,
61275,8/11/2024,2829,19,12,2,10,,,,,,,,
61276,8/11/2024,3979,15,26,6,18,,,,,,,,
61277,8/11/2024,13611,14,6,3,9,,,,,,,,
61278,8/11/2024,7153,25,9,4,16,,,,,,,,
61279,8/11/2024,8435,18,4,1,3.5,,,,,,,,
61280,8/11/2024,9494,2,2,2,7,,,,,,,,
61281,8/11/2024,3312,1,31,3,9,,,,,,,,
61282,8/11/2024,13567,2,36,2,7,,,,,,,,
61283,8/11/2024,7928,27,32,1,4.5,,,,,,,,
61284,8/11/2024,7860,30,23,2,10,,,,,,,,
61285,8/11/2024,2312,28,31,5,24,,,,,,,,
61286,8/11/2024,1748,19,7,3,15,,,,,,,,
61287,8/11/2024,14734,18,6,4,14,,,,,,,,
61288,8/11/2024,9189,17,6,1,4.5,,,,,,,,
61289,8/11/2024,12246,27,29,1,4.5,,,,,,,,
61290,8/11/2024,9833,28,28,2,9.6,,,,,,,,
61291,8/11/2024,3608,17,13,6,27,,,,,,,,
61292,8/11/2024,14006,7,22,1,4,,,,,,,,
61293,8/11/2024,13533,11,9,4,15.2,,,,,,,,
61294,8/11/2024,14533,7,31,1,4,,,,,,,,
61295,8/11/2024,14451,7,39,1,4,,,,,,,,
61296,8/11/2024,6911,15,33,1,3,,,,,,,,
61297,8/11/2024,6818,18,10,5,17.5,,,,,,,,
61298,8/11/2024,3835,18,27,1,3.5,,,,,,,,
61299,8/11/2024,10687,25,5,1,4,,,,,,,,
61300,8/11/2024,14655,5,2,2,8,,,,,,,,
61301,8/11/2024,12009,11,9,5,19,,,,,,,,
61302,8/11/2024,536,7,24,3,12,,,,,,,,
61303,8/11/2024,12459,9,18,5,27.5,,,,,,,,
61304,8/11/2024,3364,28,25,2,9.6,,,,,,,,
61305,8/11/2024,3966,4,7,2,9,,,,,,,,
61306,8/11/2024,13361,30,8,1,5,,,,,,,,
61307,8/11/2024,1303,16,20,1,3.2,,,,,,,,
61308,8/11/2024,2529,13,40,4,22,,,,,,,,
61309,8/11/2024,6547,14,20,2,6,,,,,,,,
61310,8/11/2024,9704,29,34,2,9.6,,,,,,,,
61311,8/11/2024,10205,5,7,1,4,,,,,,,,
61312,8/11/2024,4079,5,22,1,4,,,,,,,,
61313,8/11/2024,5132,21,26,3,10.5,,,,,,,,
61314,8/11/2024,2804,7,4,1,4,,,,,,,,
61315,8/11/2024,10583,11,16,1,3.8,,,,,,,,
61316,8/11/2024,13474,28,14,2,9.6,,,,,,,,
61317,8/11/2024,10717,7,39,3,12,,,,,,,,
61318,8/11/2024,11585,21,24,3,10.5,,,,,,,,
61319,8/11/2024,13742,11,39,1,3.8,,,,,,,,
61320,8/11/2024,2610,26,31,1,4.5,,,,,,,,
61321,8/11/2024,2666,25,19,1,4,,,,,,,,
61322,8/11/2024,4758,22,16,1,4,,,,,,,,
61323,8/11/2024,224,24,21,1,4.2,,,,,,,,
61324,8/11/2024,9139,15,17,2,6,,,,,,,,
61325,8/11/2024,3293,3,24,5,20,,,,,,,,
61326,8/11/2024,19,18,23,1,3.5,,,,,,,,
61327,8/11/2024,8528,24,32,4,16.8,,,,,,,,
61328,8/11/2024,9336,14,15,4,12,,,,,,,,
61329,8/11/2024,7514,1,11,1,3,,,,,,,,
61330,8/11/2024,9485,18,4,3,10.5,,,,,,,,
61331,8/11/2024,14293,7,18,5,20,,,,,,,,
61332,8/11/2024,6730,1,32,2,6,,,,,,,,
61333,8/11/2024,8736,15,36,1,3,,,,,,,,
61334,8/11/2024,6015,12,26,2,10,,,,,,,,
61335,8/11/2024,1175,7,15,2,8,,,,,,,,
61336,8/11/2024,1040,22,36,1,4,,,,,,,,
61337,8/11/2024,1683,25,28,5,20,,,,,,,,
61338,8/11/2024,6635,12,2,1,5,,,,,,,,
61339,8/11/2024,12009,17,30,2,9,,,,,,,,
61340,8/11/2024,3860,9,19,1,5.5,,,,,,,,
61341,8/11/2024,9307,24,32,2,8.4,,,,,,,,
61342,8/11/2024,11192,19,3,2,10,,,,,,,,
61343,8/11/2024,5060,5,38,1,4,,,,,,,,
61344,8/11/2024,4651,25,38,1,4,,,,,,,,
61345,8/11/2024,2649,18,35,1,3.5,,,,,,,,
61346,8/11/2024,1389,13,7,3,16.5,,,,,,,,
61347,8/11/2024,4554,30,6,2,10,,,,,,,,
61348,8/11/2024,13785,13,18,6,33,,,,,,,,
61349,8/11/2024,8466,22,25,1,4,,,,,,,,
61350,8/11/2024,11978,5,39,2,8,,,,,,,,
61351,8/11/2024,12900,14,31,1,3,,,,,,,,
61352,8/11/2024,5105,3,25,3,12,,,,,,,,
61353,8/11/2024,14794,10,18,4,26,,,,,,,,
61354,8/11/2024,14665,3,1,4,16,,,,,,,,
61355,8/11/2024,12054,2,2,1,3.5,,,,,,,,
61356,8/11/2024,3000,22,21,2,8,,,,,,,,
61357,8/11/2024,9581,6,18,1,5,,,,,,,,
61358,8/11/2024,13960,6,21,2,10,,,,,,,,
61359,8/11/2024,1795,11,2,1,3.8,,,,,,,,
61360,8/11/2024,7997,28,11,2,9.6,,,,,,,,
61361,8/11/2024,2935,25,20,2,8,,,,,,,,
61362,8/11/2024,7006,17,4,2,9,,,,,,,,
61363,8/11/2024,2772,20,14,1,3.5,,,,,,,,
61364,8/11/2024,122,3,9,1,4,,,,,,,,
61365,8/11/2024,13426,10,7,2,13,,,,,,,,
61366,8/11/2024,9877,1,21,1,3,,,,,,,,
61367,8/11/2024,3806,14,36,1,3,,,,,,,,
61368,8/11/2024,13493,5,31,3,12,,,,,,,,
61369,8/11/2024,3294,25,18,5,20,,,,,,,,
61370,8/11/2024,9462,7,10,1,4,,,,,,,,
61371,8/11/2024,12025,30,2,2,10,,,,,,,,
61372,8/11/2024,13079,30,31,2,10,,,,,,,,
61373,8/11/2024,470,4,31,1,4.5,,,,,,,,
61374,8/11/2024,13743,11,17,1,3.8,,,,,,,,
61375,8/11/2024,7719,6,18,4,20,,,,,,,,
61376,8/11/2024,5483,28,17,3,14.4,,,,,,,,
61377,8/11/2024,6510,27,7,3,13.5,,,,,,,,
61378,8/11/2024,13743,3,36,4,16,,,,,,,,
61379,8/11/2024,11492,5,6,2,8,,,,,,,,
61380,8/11/2024,6765,27,28,2,9,,,,,,,,
61381,8/11/2024,8196,30,24,6,30,,,,,,,,
61382,8/11/2024,12076,26,20,1,4.5,,,,,,,,
61383,8/11/2024,12870,21,29,2,7,,,,,,,,
61384,8/11/2024,12973,27,11,2,9,,,,,,,,
61385,8/11/2024,7536,19,40,6,30,,,,,,,,
61386,8/11/2024,7242,8,1,2,9,,,,,,,,
61387,8/11/2024,2083,13,13,2,11,,,,,,,,
61388,8/11/2024,6867,16,1,2,6.4,,,,,,,,
61389,8/11/2024,13932,23,39,1,4,,,,,,,,
61390,8/11/2024,14538,23,39,2,8,,,,,,,,
61391,8/11/2024,7476,13,27,2,11,,,,,,,,
61392,8/11/2024,13664,17,40,4,18,,,,,,,,
61393,8/11/2024,10897,25,33,1,4,,,,,,,,
61394,8/11/2024,1782,16,6,1,3.2,,,,,,,,
61395,8/11/2024,8670,2,18,1,3.5,,,,,,,,
61396,8/11/2024,5074,3,25,1,4,,,,,,,,
61397,8/11/2024,7437,22,20,1,4,,,,,,,,
61398,8/11/2024,5870,19,4,2,10,,,,,,,,
61399,8/11/2024,14864,1,13,2,6,,,,,,,,
61400,8/11/2024,10921,24,31,1,4.2,,,,,,,,
61401,8/11/2024,11685,8,28,2,9,,,,,,,,
61402,8/11/2024,1617,21,19,1,3.5,,,,,,,,
61403,8/11/2024,14264,1,24,1,3,,,,,,,,
61404,8/11/2024,12190,19,2,2,10,,,,,,,,
61405,8/11/2024,3085,3,35,5,20,,,,,,,,
61406,8/11/2024,1236,1,24,6,18,,,,,,,,
61407,8/11/2024,1536,3,39,1,4,,,,,,,,
61408,8/11/2024,5912,10,36,6,39,,,,,,,,
61409,8/11/2024,10163,2,4,5,17.5,,,,,,,,
61410,8/11/2024,14710,14,36,1,3,,,,,,,,
61411,8/11/2024,7882,18,9,1,3.5,,,,,,,,
61412,8/11/2024,9565,2,2,4,14,,,,,,,,
61413,8/11/2024,10944,4,19,5,22.5,,,,,,,,
61414,8/11/2024,7243,25,1,4,16,,,,,,,,
61415,8/11/2024,6023,6,3,1,5,,,,,,,,
61416,8/11/2024,10205,27,1,1,4.5,,,,,,,,
61417,8/11/2024,12403,13,1,6,33,,,,,,,,
61418,8/11/2024,11076,29,7,2,9.6,,,,,,,,
61419,8/11/2024,10908,18,6,1,3.5,,,,,,,,
61420,8/11/2024,10857,20,3,3,10.5,,,,,,,,
61421,8/11/2024,1931,14,14,4,12,,,,,,,,
61422,8/11/2024,14772,30,20,4,20,,,,,,,,
61423,8/11/2024,12426,21,23,1,3.5,,,,,,,,
61424,8/11/2024,3390,16,29,1,3.2,,,,,,,,
61425,8/11/2024,9257,27,1,2,9,,,,,,,,
61426,8/11/2024,979,8,25,2,9,,,,,,,,
61427,8/11/2024,4218,27,7,5,22.5,,,,,,,,
61428,8/11/2024,12811,16,15,3,9.6,,,,,,,,
61429,8/11/2024,3872,4,18,5,22.5,,,,,,,,
61430,8/11/2024,2486,14,1,2,6,,,,,,,,
61431,8/11/2024,7474,12,29,2,10,,,,,,,,
61432,8/11/2024,11264,2,11,2,7,,,,,,,,
61433,8/11/2024,3469,21,24,3,10.5,,,,,,,,
61434,8/11/2024,5419,20,32,2,7,,,,,,,,
61435,8/11/2024,6329,23,1,3,12,,,,,,,,
61436,8/11/2024,8274,17,32,5,22.5,,,,,,,,
61437,8/11/2024,14379,19,20,2,10,,,,,,,,
61438,8/11/2024,12894,17,25,4,18,,,,,,,,
61439,8/11/2024,8977,15,11,2,6,,,,,,,,
61440,8/11/2024,12013,4,1,1,4.5,,,,,,,,
61441,8/11/2024,9412,3,13,1,4,,,,,,,,
61442,8/11/2024,10871,22,33,3,12,,,,,,,,
61443,8/11/2024,7893,20,14,1,3.5,,,,,,,,
61444,8/11/2024,9085,18,11,2,7,,,,,,,,
61445,8/11/2024,6196,5,31,4,16,,,,,,,,
61446,8/11/2024,8819,11,23,1,3.8,,,,,,,,
61447,8/11/2024,8126,19,2,1,5,,,,,,,,
61448,8/11/2024,7266,4,25,2,9,,,,,,,,
61449,8/11/2024,9803,1,2,3,9,,,,,,,,
61450,8/11/2024,3863,7,19,1,4,,,,,,,,
61451,8/11/2024,2839,30,17,2,10,,,,,,,,
61452,8/11/2024,8467,27,14,3,13.5,,,,,,,,
61453,8/11/2024,12732,3,11,2,8,,,,,,,,
61454,8/11/2024,7280,28,7,1,4.8,,,,,,,,
61455,8/11/2024,6392,11,15,1,3.8,,,,,,,,
61456,8/11/2024,6694,21,18,4,14,,,,,,,,
61457,8/11/2024,4365,14,6,3,9,,,,,,,,
61458,8/11/2024,2486,13,27,2,11,,,,,,,,
61459,8/11/2024,14159,6,21,2,10,,,,,,,,
61460,8/11/2024,7400,26,5,1,4.5,,,,,,,,
61461,8/11/2024,5635,30,27,2,10,,,,,,,,
61462,8/11/2024,5778,10,13,3,19.5,,,,,,,,
61463,8/11/2024,12842,30,8,1,5,,,,,,,,
61464,8/11/2024,4502,5,9,1,4,,,,,,,,
61465,8/11/2024,2012,30,20,2,10,,,,,,,,
61466,8/11/2024,1473,3,38,1,4,,,,,,,,
61467,8/11/2024,887,6,31,3,15,,,,,,,,
61468,8/11/2024,1911,14,11,2,6,,,,,,,,
61469,8/11/2024,5912,8,26,6,27,,,,,,,,
61470,8/11/2024,13028,9,13,2,11,,,,,,,,
61471,8/11/2024,8694,4,32,2,9,,,,,,,,
61472,8/11/2024,4195,6,19,1,5,,,,,,,,
61473,8/11/2024,10484,16,23,1,3.2,,,,,,,,
61474,8/11/2024,5223,24,36,4,16.8,,,,,,,,
61475,8/11/2024,13963,17,24,6,27,,,,,,,,
61476,8/11/2024,1842,1,20,2,6,,,,,,,,
61477,8/11/2024,5608,7,32,1,4,,,,,,,,
61478,8/11/2024,1605,12,20,3,15,,,,,,,,
61479,8/11/2024,12639,12,25,2,10,,,,,,,,
61480,8/11/2024,1880,2,29,6,21,,,,,,,,
61481,8/11/2024,11456,12,1,1,5,,,,,,,,
61482,8/11/2024,10901,30,20,1,5,,,,,,,,
61483,8/11/2024,282,12,18,3,15,,,,,,,,
61484,8/11/2024,3588,19,11,2,10,,,,,,,,
61485,8/11/2024,2977,1,26,5,15,,,,,,,,
61486,8/11/2024,6765,14,35,1,3,,,,,,,,
61487,8/11/2024,1376,18,2,1,3.5,,,,,,,,
61488,8/11/2024,9337,9,2,1,5.5,,,,,,,,
61489,8/11/2024,363,9,19,1,5.5,,,,,,,,
61490,8/11/2024,5890,7,6,1,4,,,,,,,,
61491,8/11/2024,2761,4,6,4,18,,,,,,,,
61492,8/11/2024,7009,6,36,3,15,,,,,,,,
61493,8/11/2024,13726,30,28,1,5,,,,,,,,
61494,8/11/2024,3527,8,27,1,4.5,,,,,,,,
61495,8/11/2024,8453,25,12,1,4,,,,,,,,
61496,8/11/2024,10543,7,31,1,4,,,,,,,,
61497,8/11/2024,5981,3,14,1,4,,,,,,,,
61498,8/11/2024,6003,13,21,1,5.5,,,,,,,,
61499,8/11/2024,2950,25,34,2,8,,,,,,,,
61500,8/11/2024,11953,6,24,4,20,,,,,,,,
61501,8/11/2024,9724,6,23,1,5,,,,,,,,
61502,8/11/2024,12042,6,31,2,10,,,,,,,,
61503,8/11/2024,14209,2,31,2,7,,,,,,,,
61504,8/11/2024,8800,18,39,1,3.5,,,,,,,,
61505,8/11/2024,14970,6,17,2,10,,,,,,,,
61506,8/11/2024,9547,15,17,2,6,,,,,,,,
61507,8/11/2024,2026,15,29,3,9,,,,,,,,
61508,8/11/2024,2260,13,19,2,11,,,,,,,,
61509,8/11/2024,5955,4,6,2,9,,,,,,,,
61510,8/11/2024,8924,3,8,4,16,,,,,,,,
61511,8/11/2024,9286,16,34,3,9.6,,,,,,,,
61512,8/11/2024,3878,22,38,5,20,,,,,,,,
61513,8/11/2024,4445,25,24,1,4,,,,,,,,
61514,8/11/2024,12580,24,19,5,21,,,,,,,,
61515,8/11/2024,1927,30,2,5,25,,,,,,,,
61516,8/11/2024,2167,22,35,1,4,,,,,,,,
61517,8/11/2024,628,23,26,2,8,,,,,,,,
61518,8/11/2024,817,16,24,2,6.4,,,,,,,,
61519,8/11/2024,3534,18,11,3,10.5,,,,,,,,
61520,8/11/2024,14780,1,39,5,15,,,,,,,,
61521,8/11/2024,1997,15,31,1,3,,,,,,,,
61522,8/11/2024,11384,18,31,1,3.5,,,,,,,,
61523,8/11/2024,7068,4,17,5,22.5,,,,,,,,
61524,8/11/2024,5648,2,13,1,3.5,,,,,,,,
61525,8/11/2024,14142,13,25,1,5.5,,,,,,,,
61526,8/11/2024,12285,1,36,5,15,,,,,,,,
61527,8/11/2024,14991,2,11,2,7,,,,,,,,
61528,8/11/2024,5419,4,10,3,13.5,,,,,,,,
61529,8/11/2024,1724,7,38,1,4,,,,,,,,
61530,8/11/2024,5740,2,38,2,7,,,,,,,,
61531,8/11/2024,4980,9,19,4,22,,,,,,,,
61532,8/11/2024,13798,26,9,2,9,,,,,,,,
61533,8/11/2024,7431,30,30,2,10,,,,,,,,
61534,8/11/2024,325,23,28,2,8,,,,,,,,
61535,8/11/2024,566,29,5,5,24,,,,,,,,
61536,8/11/2024,7974,6,10,1,5,,,,,,,,
61537,8/12/2024,1517,8,6,1,4.5,,,,,,,,
61538,8/12/2024,14167,12,29,1,5,,,,,,,,
61539,8/12/2024,6460,2,19,1,3.5,,,,,,,,
61540,8/12/2024,14354,16,20,3,9.6,,,,,,,,
61541,8/12/2024,3787,19,2,2,10,,,,,,,,
61542,8/12/2024,4848,15,13,2,6,,,,,,,,
61543,8/12/2024,9218,1,15,2,6,,,,,,,,
61544,8/12/2024,1627,15,39,4,12,,,,,,,,
61545,8/12/2024,1280,30,39,2,10,,,,,,,,
61546,8/12/2024,7087,8,28,2,9,,,,,,,,
61547,8/12/2024,9166,3,13,2,8,,,,,,,,
61548,8/12/2024,13694,18,7,1,3.5,,,,,,,,
61549,8/12/2024,11783,18,33,4,14,,,,,,,,
61550,8/12/2024,5156,10,11,1,6.5,,,,,,,,
61551,8/12/2024,8854,2,40,3,10.5,,,,,,,,
61552,8/12/2024,14519,17,36,2,9,,,,,,,,
61553,8/12/2024,3838,3,19,1,4,,,,,,,,
61554,8/12/2024,38,6,9,2,10,,,,,,,,
61555,8/12/2024,5813,3,24,2,8,,,,,,,,
61556,8/12/2024,8429,30,25,1,5,,,,,,,,
61557,8/12/2024,14534,17,4,4,18,,,,,,,,
61558,8/12/2024,2495,22,13,1,4,,,,,,,,
61559,8/12/2024,6129,11,19,2,7.6,,,,,,,,
61560,8/12/2024,9309,7,33,2,8,,,,,,,,
61561,8/12/2024,13286,21,36,2,7,,,,,,,,
61562,8/12/2024,201,4,20,2,9,,,,,,,,
61563,8/12/2024,1353,2,31,1,3.5,,,,,,,,
61564,8/12/2024,13113,28,7,3,14.4,,,,,,,,
61565,8/12/2024,10349,14,25,1,3,,,,,,,,
61566,8/12/2024,6108,22,11,2,8,,,,,,,,
61567,8/12/2024,7662,19,39,3,15,,,,,,,,
61568,8/12/2024,2643,8,20,2,9,,,,,,,,
61569,8/12/2024,14384,11,17,1,3.8,,,,,,,,
61570,8/12/2024,6719,11,19,3,11.4,,,,,,,,
61571,8/12/2024,3601,12,2,3,15,,,,,,,,
61572,8/12/2024,3089,30,2,1,5,,,,,,,,
61573,8/12/2024,7954,22,6,2,8,,,,,,,,
61574,8/12/2024,4724,9,21,2,11,,,,,,,,
61575,8/12/2024,3441,7,2,2,8,,,,,,,,
61576,8/12/2024,9305,27,36,4,18,,,,,,,,
61577,8/12/2024,13198,22,10,2,8,,,,,,,,
61578,8/12/2024,5124,13,21,2,11,,,,,,,,
61579,8/12/2024,8815,13,32,2,11,,,,,,,,
61580,8/12/2024,788,27,14,1,4.5,,,,,,,,
61581,8/12/2024,8256,26,36,2,9,,,,,,,,
61582,8/12/2024,1017,5,25,3,12,,,,,,,,
61583,8/12/2024,7670,16,27,2,6.4,,,,,,,,
61584,8/12/2024,11925,22,28,3,12,,,,,,,,
61585,8/12/2024,638,4,2,1,4.5,,,,,,,,
61586,8/12/2024,4626,4,18,1,4.5,,,,,,,,
61587,8/12/2024,10565,23,36,1,4,,,,,,,,
61588,8/12/2024,6920,21,9,1,3.5,,,,,,,,
61589,8/12/2024,2873,22,28,2,8,,,,,,,,
61590,8/12/2024,11984,27,11,2,9,,,,,,,,
61591,8/12/2024,13349,21,39,1,3.5,,,,,,,,
61592,8/12/2024,7167,28,12,1,4.8,,,,,,,,
61593,8/12/2024,4956,12,18,1,5,,,,,,,,
61594,8/12/2024,13747,11,13,2,7.6,,,,,,,,
61595,8/12/2024,14755,3,24,3,12,,,,,,,,
61596,8/12/2024,11805,17,15,4,18,,,,,,,,
61597,8/12/2024,11376,6,37,2,10,,,,,,,,
